PrDSM	TraP	SilVA	PhD-SNPg	FATHMM-MKL	CADD	DANN	FATHMM-XF
0.318338513396	0.141	0.095	0.817	0.71242	11.73	0.7195327670236422	0.303426
0.290465919028	0.02	0.018	0.837	0.83048	3.286	0.6394058910160354	0.006209
0.133721025427	0.247		0.005	0.01968	0.873	0.4589615039770135	0.005948
0.0826971705607	0.092	0.005	0.008	0.14888	14.52	0.6162019771359559	0.008795
0.195634628604	0.404	0.073	0.045	0.10465	4.648	0.8500362406627494	0.011384
0.253351829492	0.132	0.007	0.308	0.61879	12.8	0.6337224157569243	0.011207
0.0676068533451	0.032	0.021	0.019	0.14676	16.68	0.955829513276044	0.009312
0.22862813679	0.015	0.048	0.894	0.61848	23.0	0.9715348612646366	0.148708
0.144595049673	0.054	0.023	0.178	0.35365	0.013	0.6003548201602472	0.006221
0.332639005709	0.0	0.002	0.723	0.99377	15.44	0.7484287479509955	0.013857
0.283975324671	0.014	0.0	0.869	0.83589	14.51	0.7906256187727699	0.010411
0.100454758245	0.151	0.077	0.213	0.06766	12.55	0.7164830750598444	0.006672
0.0557957585904	0.126	0.022	0.029	0.01637	6.965	0.4308905390190658	0.00859
0.250628181502	0.04	0.01	0.696	0.69938	19.31	0.8459010408108008	0.013365
0.387161972197	0.0	0.165	0.965	0.9863	12.37	0.6711311174492987	0.039182
0.269202985587	0.006	0.008	0.15	0.79117	9.543	0.7990902278996662	0.008434
0.376349121979	0.197	0.037	0.113	0.89137	12.42	0.9431987421041292	0.011209
0.337069266439	0.106	0.053	0.135	0.84765	12.29	0.955854446509674	0.01064
0.300548711935	0.086	0.027	0.068	0.78535	4.125	0.4311375905676079	0.009743
0.337946327189	0.042	0.071	0.003	0.89533	11.83	0.7197641350802603	0.009925
0.256155236571	0.005	0.0	0.126	0.76142	9.744	0.5859506350595179	0.010322
0.0197606326617	0.045	0.002	0.001	0.01017	0.039	0.6432460470834093	0.003958
0.346915826377	0.056	0.082	0.218	0.89671	11.39	0.59341729774064	0.00991
0.407156013654	0.868	0.059	0.33	0.29037	10.03	0.5914269765911174	0.1073
0.00572950314452	0.01		0.32	0.00046	4.056	0.5229641328337865	0.003222
0.357900291558	0.329	0.002	0.079	0.74088	19.14	0.9791832468996052	0.01509
0.328474619193	0.004	0.001	0.86	0.97833	7.341	0.786148120745469	0.020359
0.384877449497	0.208	0.013	0.861	0.93115	17.52	0.9775399793201583	0.023379
0.011473173823	0.018	0.001	0.006	0.01333	2.263	0.5074821506370185	0.006081
0.0970903883664	0.23	0.025	0.094	0.03321	16.07	0.975997403088877	0.011104
0.32826412881	0.023	0.005	0.729	0.95452	14.26	0.5343340296397607	0.011529
0.309620049831	0.199	0.018	0.367	0.70912	10.82	0.7730594178159632	0.00854
0.249730555172	0.016	0.005	0.522	0.72591	8.421	0.4933106419963889	0.008044
0.0232246679528	0.011	0.019	0.006	0.03669	13.07	0.8656049292625778	0.004837
0.0773705692674	0.015	0.029	0.006	0.18464	10.84	0.411836375849479	0.004997
0.0516137083093	0.083	0.05	0.018	0.0174	3.105	0.70749950618053	0.00546
0.0499371725261	0.128	0.013	0.002	0.00624	1.919	0.4795866947463967	0.004776
0.0619814678284	0.051	0.062	0.164	0.06788	3.473	0.7467240784650198	0.008211
0.246706934589	0.023	0.011	0.193	0.70355	2.199	0.3921925634441914	0.007474
0.0321610133298	0.032	0.004	0.031	0.05826	0.256	0.4741821818027106	0.005794
0.0083209302089	0.004	0.002	0.046	0.01681	0.801	0.508611204661543	0.003953
0.14504716931	0.219	0.113	0.142	0.09573	4.286	0.5766212681116375	0.009492
0.288603113031	0.042	0.028	0.776	0.79242	12.56	0.7259313188382224	0.027622
0.145446848327	0.174	0.002	0.007	0.25836	1.779	0.8894838255684168	0.006266
0.0224394744164	0.039	0.001	0.021	0.02525	6.736	0.7748246007912292	0.007864
0.271500280473	0.033	0.01	0.722	0.76899	8.287	0.457769172118078	0.011185
0.194059625501	0.091	0.199	0.096	0.2804	1.527	0.5017330354301655	0.005464
0.214841966137	0.053	0.05	0.305	0.53706	12.02	0.6718052703348422	0.012504
0.066082440506	0.028	0.002	0.013	0.16612	11.39	0.917706742000708	0.00846
0.321117219855	0.097	0.091	0.039	0.76891	8.631	0.902132658328248	0.099984
0.119234635404	0.125	0.115	0.005	0.1101	0.11	0.5524927412141144	0.007741
0.0283116622343	0.026	0.025	0.048	0.03067	0.05	0.5427149502776097	0.004726
0.0268599715134	0.036	0.003	0.025	0.03941	0.308	0.4213801851819729	0.007372
0.0693165391719	0.008	0.013	0.253	0.18426	1.182	0.558625392668389	0.011849
0.228065814503	0.033	0.017	0.011	0.63134	9.225	0.650925186478088	0.006124
0.734143674288	0.856	0.415	0.803	0.90977	15.56	0.905413506074264	0.13265
0.108305677203	0.087	0.003	0.038	0.2328	12.96	0.8288727240872066	0.007052
0.264576434257	0.007	0.036	0.104	0.74691	6.651	0.5182892229940346	0.011221
0.279540928593	0.02	0.011	0.113	0.80505	16.75	0.8212651666424879	0.006555
0.0316575100299	0.044	0.002	0.024	0.04686	14.4	0.9419320199892032	0.00568
0.0854739112016	0.06	0.007	0.011	0.18708	0.855	0.3843678176611888	0.005619
0.179451863565	0.146	0.198	0.013	0.18268	11.86	0.780325959806214	0.022489
0.0526330145605	0.148	0.002	0.021	0.00589	0.093	0.5157712165390967	0.00561
0.0305913219133	0.037	0.04	0.069	0.01078	0.036	0.4449882438736411	0.006095
0.03928103161	0.002	0.018	0.005	0.0949	0.544	0.7769736586253345	0.007568
0.0344814415629	0.008	0.082	0.026	0.00735	0.255	0.4924753686319104	0.005285
0.017931705035	0.004	0.013	0.013	0.0341	3.739	0.8334951490417108	0.005674
0.0611217120804	0.006	0.157	0.029	0.01057	2.482	0.5327415948875535	0.003918
0.0440939748823	0.096	0.03	0.054	0.00284	0.23	0.5037376629069216	0.004063
0.489278843475	0.042		0.966	0.9356	24.5	0.9971703489375788	0.761436
0.495432683036	0.024		0.954	0.96589	24.6	0.9974275910497664	0.904481
0.398500963812	0.32	0.07	0.93	0.80032	10.71	0.9303480296379713	0.041695
0.279664692139	0.165	0.004	0.022	0.66791	10.37	0.5856618379891881	0.007117
0.0655203500661	0.124	0.004	0.006	0.06643	10.28	0.817782546339151	0.008252
0.0458784382402	0.123	0.0	0.004	0.0127	1.154	0.7628950540925183	0.007334
0.284218948569	0.007	0.009	0.576	0.83417	10.41	0.7863526605739071	0.012736
0.299206853032	0.012	0.055	0.117	0.82587	10.48	0.6255007867863065	0.006737
0.288101937848	0.012	0.003	0.18	0.84712	16.31	0.8898412225085466	0.008747
0.88555541909	0.956	0.685	0.981	0.98079	23.6	0.971940347167985	0.88286
0.321534098328	0.007	0.029	0.943	0.92513	11.76	0.6881411811297926	0.010268
0.314238176184	0.007	0.026	0.739	0.90639	12.15	0.9591325281227542	0.024746
0.0164107190111	0.005	0.016	0.008	0.02539	5.86	0.7495394627529299	0.005317
0.0781421570914	0.137	0.006	0.007	0.08921	1.051	0.6812450193020843	0.029531
0.152295872042	0.37	0.045	0.016	0.03798	0.849	0.6914055546905832	
0.276095378986	0.014	0.015	0.485	0.79651	17.71	0.7790717229981678	0.014897
0.182606501138	0.0	0.005	0.152	0.54052	17.52	0.7906905983678463	0.011896
0.298919179975	0.212	0.033	0.447	0.64829	13.9	0.9337013931292688	0.012922
0.0725155750954	0.002	0.026	0.006	0.18621	5.126	0.5654470376190673	0.00692
0.12766517354	0.141	0.178	0.091	0.0533	13.87	0.9157897838514474	0.023971
0.0187860839855	0.046	0.006	0.207	0.00205	8.724	0.7857891615223235	0.007399
0.0273282940713	0.033	0.0	0.016	0.04696	4.181	0.4133930370654444	0.007725
0.142734999165	0.148	0.004	0.47	0.2741	0.636	0.5105353617672784	0.007236
0.0160010447065	0.025	0.0	0.008	0.02097	0.233	0.2475294893547077	0.004835
0.557583490099	0.284		0.879	0.83045	24.5	0.9991453807835322	0.317651
0.359255340909	0.244	0.045	0.931	0.78474	14.74	0.5676364351722326	0.014594
0.0860858097675	0.133	0.025	0.022	0.0971	12.33	0.7876846685003152	0.004649
0.0783979379283	0.056	0.025	0.783	0.15096	4.333	0.6981674607157428	0.005318
0.233193370129	0.01	0.002	0.457	0.68544	10.89	0.757594735573687	0.00615
0.258554280494	0.272	0.013	0.144	0.48824	16.51	0.7442743240979791	0.01009
0.337340138777	0.042	0.054	0.575	0.91135	12.46	0.7406302049032856	0.017284
0.0170217630258	0.012	0.001	0.019	0.03597	6.257	0.8471612241006559	0.004174
0.255561603911	0.014	0.003	0.058	0.7475	9.043	0.8527257499429082	0.005649
0.320835773996	0.07	0.033	0.531	0.8559	12.64	0.7723976095736288	0.007976
0.362624257018	0.063	0.078	0.987	0.94104	11.14	0.7673652840410977	0.035576
0.37557079003	0.044	0.106	0.702	0.96948	11.19	0.8178229848417276	0.022365
0.0321686078174	0.019	0.019	0.007	0.05553	0.753	0.2910470762437012	0.005284
0.0242182030593	0.001	0.003	0.011	0.06645	8.553	0.5018577972875127	0.005511
0.272933546431	0.002	0.041	0.661	0.77173	11.96	0.7696801404462793	0.00584
0.103534223047	0.045	0.012	0.089	0.251	3.697	0.7760021806949148	0.005686
0.163016326434	0.257	0.06	0.311	0.16729	1.01	0.5293953409615962	0.007589
0.0625062817171	0.036	0.003	0.006	0.14635	0.291	0.5344618914281531	0.01307
0.206285684396	0.135		0.089	0.2767	7.709	0.3714371144341205	0.081869
0.202975471254	0.076	0.001	0.127	0.5299	13.97	0.7253965418094676	0.006113
0.0453234129836	0.053	0.066	0.072	0.01171	1.743	0.6605756255199607	0.004213
0.0202656988147	0.006	0.007	0.019	0.0454	1.498	0.823509286591625	0.005429
0.137997154596	0.26	0.053	0.008	0.09658	8.535	0.7695189398096657	0.005477
0.260273057859	0.413	0.183	0.26	0.17415	10.5	0.6915617961755665	0.008285
0.207145567925	0.054	0.003	0.001	0.56229	0.798	0.5850312582463231	0.005554
0.2958240218	0.147	0.003	0.009	0.73542	4.432	0.4482436349510715	0.004961
0.254429083651	0.116	0.013	0.19	0.63171	0.78	0.3770985819260316	0.006955
0.444581727631	0.185	0.174	0.67	0.9643	12.63	0.7354020805788088	0.009116
0.265403593326	0.046	0.021	0.229	0.72617	16.6	0.8664784288012058	0.005174
0.0364647187409	0.057	0.01	0.071	0.0399	2.294	0.5849192574848889	0.005824
0.0405162001215	0.017	0.077	0.002	0.02171	0.035	0.3174083439627751	0.011097
0.463321410511	0.945	0.053	0.3	0.38824	18.27	0.9387873139107163	0.045781
0.0387205081745	0.094	0.004	0.002	0.016	0.003	0.7815506592001655	0.004714
0.0196325020749	0.009	0.002	0.012	0.04575	0.148	0.7681854254786202	0.005781
0.201801547013	0.002	0.068	0.74	0.53	5.334	0.6824325238268845	0.018963
0.0102046679682	0.0	0.006	0.014	0.02226	0.847	0.6397664436264053	0.006578
0.0298764696436	0.058	0.001	0.022	0.02858	0.011	0.4885522608897111	0.009955
0.0307930579585	0.069	0.0	0.104	0.02139	0.267	0.302965425454876	0.00413
0.0577261137743	0.011	0.011	0.009	0.14859	11.07	0.6393880331781558	0.004657
0.0763124847255	0.159	0.002	0.006	0.06594	9.453	0.7377675088785941	0.003657
0.0362325434012	0.0	0.059	0.014	0.04473	3.526	0.766529367023496	0.004902
0.0134077698617	0.004	0.001	0.013	0.03312	2.856	0.8367328165710493	0.006224
0.357709866048	0.219	0.017	0.118	0.83446	12.52	0.6196593794886132	0.007902
0.179343741503	0.021	0.061	0.021	0.45099	9.178	0.7426705075028626	0.004651
0.407893502483	0.08	0.233	0.956	0.89722	11.71	0.7249777129851376	0.009744
0.272300329359	0.028	0.032	0.236	0.7533	7.862	0.5366128358492979	0.010404
0.0181110194556	0.002	0.019	0.012	0.03034	9.194	0.668076062315442	0.007491
0.0445297988895	0.067	0.002	0.079	0.0625	0.963	0.2967698306262046	0.005493
0.257231326729	0.004	0.004	0.024	0.76145	11.17	0.6851659798408013	0.005181
0.243026959204	0.017	0.005	0.044	0.7048	11.84	0.7455325642105863	0.005891
0.19648233715	0.023	0.004	0.107	0.56022	10.53	0.6449477426827259	0.006191
0.241842905072	0.003	0.014	0.022	0.70579	16.3	0.8599175214272037	0.004472
0.267649020676	0.01	0.005	0.368	0.78566	12.11	0.7899980271025157	0.004381
0.293096588769	0.02	0.0	0.101	0.85726	10.41	0.5384497559075065	0.006084
0.495342270305	0.449	0.123	0.744	0.90636	10.33	0.610283795732066	0.006384
0.116321294805	0.0	0.061	0.205	0.2829	7.409	0.662931724514003	0.005925
0.230361241314	0.001	0.01	0.06	0.67754	11.57	0.5862368185920992	0.008418
0.0122022100774	0.0	0.002	0.05	0.03245	0.833	0.8748509823921785	0.006219
0.217871097583	0.02	0.013	0.009	0.61794	16.51	0.7478486810194902	0.005361
0.0312032124846	0.032	0.024	0.067	0.0344	10.22	0.7547130928210062	0.003934
0.313478936787	0.267	0.012	0.06	0.65906	14.03	0.9399613651229548	0.008008
0.305265689699	0.021	0.002	0.449	0.89067	10.71	0.7259269060102693	0.008388
0.022646106461	0.06	0.0	0.032	0.00594	0.611	0.5112792606467402	0.008854
0.0570276592588	0.154	0.002	0.006	0.01308	0.057	0.880699792079324	0.009889
0.0174793529365	0.007	0.034	0.017	0.00771	0.756	0.354717644230697	0.011548
0.015839499635	0.006	0.02	0.004	0.01848	6.594	0.802618401578496	0.007412
0.104394540079	0.009	0.004	0.12	0.29794	12.39	0.8881507677338706	0.008919
0.0752211158824	0.058	0.008	0.19	0.15727	10.63	0.6121282329263864	0.005882
0.122348080433	0.003	0.026	0.019	0.33471	16.41	0.6618674423613223	0.005088
0.282779109065	0.0	0.108	0.882	0.73296	13.49	0.4428239251011179	0.01846
0.062341299664	0.076		0.354	0.04775	13.28	0.7617590367057236	
0.208413805111	0.004	0.01	0.036	0.6087	18.5	0.7168146899604946	0.005427
0.388819982361	0.329	0.002	0.111	0.83364	11.39	0.6391132751724099	0.00387
0.383078647833	0.222	0.002	0.788	0.92331	15.92	0.677245868971697	0.007421
0.22100598692	0.084	0.001	0.011	0.576	11.1	0.707203010295512	0.003372
0.29959490799	0.004	0.001	0.067	0.89169	11.4	0.5427367865180126	0.0045
0.105651560437	0.022	0.013	0.029	0.27928	10.89	0.6295498208900027	0.00481
0.547030133902	0.639	0.044	0.677	0.95451	11.65	0.7316871466157459	0.011411
0.440085532688	0.09	0.312	0.886	0.90091	12.53	0.6405125502388083	0.022594
0.332682904236	0.013	0.025	0.997	0.95678	10.2	0.595160418373672	0.117878
0.178825749382	0.086	0.001	0.03	0.44746	14.29	0.9940109186574296	0.029444
0.231165547467	0.027	0.012	0.142	0.65188	14.87	0.8777967149231573	0.01263
0.458556698906	0.006	0.385	0.513	0.96364	11.47	0.8531777464943473	0.025325
0.494875490805	0.17		0.895	0.81892	19.44	0.86251725040186	0.271948
0.284535038217	0.031	0.006	0.724	0.81429	12.68	0.8623824393857736	0.159032
0.399540235367	0.041		0.336	0.75712	14.38	0.8986630327173409	0.143299
0.0215892896016	0.0		0.235	0.04217	0.354	0.784375690143457	0.005983
0.102320954812	0.177		0.748	0.02681	0.318	0.6721213941675767	0.005767
0.0240769570326	0.035		0.004	0.01218	0.052	0.4430416881890562	0.004784
0.068133494489	0.031		0.147	0.10429	5.26	0.5772163446895965	0.010441
0.299838922593	0.014	0.013	0.682	0.86984	16.91	0.8410452265798551	0.014631
0.1345225449	0.113	0.186	0.013	0.09345	13.81	0.8804749402735229	0.00468
0.301193996581	0.004	0.005	0.286	0.89229	20.4	0.8340263750323768	0.008733
0.378669248412	0.004	0.261	0.83	0.85609	11.73	0.7328393481122824	0.005796
0.131878186713	0.182		0.279	0.08093	10.66	0.681515859224469	0.017657
0.0921825855096	0.0	0.235	0.006	0.0279	1.461	0.8941309572218628	0.003213
0.0171508581683	0.041	0.007	0.063	0.00109	0.484	0.5987973055427787	0.048079
0.145000100645	0.061	0.005	0.557	0.36676	17.73	0.960409178492588	0.016953
0.313194218472	0.005	0.002	0.864	0.93044	12.83	0.7102802270968841	0.039901
0.327336270549	0.052	0.057	0.172	0.8682	11.23	0.7576532335317693	0.016886
0.141711252767	0.065	0.009	0.323	0.3487	11.46	0.6524460768501678	0.007275
0.333753972132	0.15	0.012	0.205	0.83677	11.37	0.7847161698714878	0.014133
0.0556660976675	0.1	0.029	0.005	0.03461	0.251	0.5643828022887071	0.007089
0.0301703330379	0.009	0.041	0.018	0.03644	0.464	0.4427891017137596	0.008084
0.0699548192492	0.154	0.029	0.004	0.02353	0.044	0.3815227552971036	0.01068
0.0183375333011	0.018	0.011	0.043	0.02343	0.384	0.3101152827547511	0.007359
0.0721780653538	0.093	0.0	0.089	0.12157	8.744	0.5971136406544777	0.010207
0.315560861434	0.009	0.011	0.205	0.9241	12.39	0.665126343241414	0.008477
0.34046177221	0.07	0.05	0.154	0.89694	7.63	0.4811669061535635	0.004746
0.0955943999209	0.093	0.06	0.184	0.12886	8.185	0.6422056181234101	0.004498
0.0255529475039	0.0	0.013	0.002	0.06096	8.188	0.5800148206779581	0.003225
0.264090374867	0.014	0.023	0.165	0.7521	8.311	0.5633135678490658	0.003885
0.310516589533	0.012	0.011	0.464	0.90597	11.38	0.763141723968203	0.004489
0.0815865752532	0.046	0.001	0.111	0.1957	9.443	0.6473309156040615	0.004335
0.34827765679	0.071	0.007	0.937	0.96451	7.975	0.6455573951155997	0.007848
0.325880831495	0.029	0.011	0.266	0.93508	11.04	0.7505924291252926	0.004955
0.270123161765	0.006	0.439	0.047	0.34167	1.906	0.6751621717811304	0.006076
0.290562971012	0.042	0.103	0.501	0.7196	10.07	0.744689348980709	0.005034
0.307869949332	0.012	0.011	0.218	0.89803	19.67	0.8375628755765354	0.006609
0.0333598902172	0.003	0.007	0.009	0.08768	7.363	0.5415017965596997	0.009622
0.326940975562	0.131	0.009	0.254	0.83846	10.72	0.7140176467429585	0.007194
0.0267204327254	0.05	0.025	0.02	0.00192	0.079	0.2507756222173825	0.003517
0.0597633298908	0.043	0.006	0.032	0.12798	7.866	0.5993622095519513	0.006066
0.00577905897583	0.005	0.009	0.005	0.00084	0.018	0.5915766535432438	0.004313
0.118855840334	0.25	0.0	0.128	0.10476	6.818	0.7725217425630808	0.00668
0.0118541223176	0.013	0.019	0.003	0.00058	0.048	0.1760901281994216	0.003369
0.0178137249796	0.035	0.003	0.051	0.01327	1.923	0.6783083372531316	0.004946
0.0547425946086	0.16	0.001	0.014	0.00128	0.259	0.5759982001257224	0.004464
0.0045534180222	0.006	0.003	0.011	0.00246	0.043	0.4451131678855071	0.004551
0.0215329958905	0.058	0.002	0.187	0.0025	0.347	0.5816313004750295	0.00589
0.0664468039851	0.006	0.0	0.326	0.19129	1.994	0.6667509844982874	0.005451
0.0968250390371	0.187	0.008	0.1	0.09321	9.044	0.6883366800527349	0.01283
0.123541129244	0.07	0.003	0.015	0.29549	9.728	0.7955595063736702	0.00488
0.191415061738	0.124	0.022	0.543	0.42523	6.452	0.6250217117935865	0.00196
0.143201734309	0.271	0.031	0.14	0.12429	14.63	0.6916398452894823	0.003939
0.0276455354976	0.04	0.002	0.003	0.03882	9.826	0.918079482551108	0.005597
0.1415962519	0.002	0.005	0.13	0.41549	14.39	0.6719885542966816	0.010448
0.0164417076738	0.006	0.025	0.141	0.01504	0.515	0.4467354843161182	0.008963
0.23245340601	0.14	0.004	0.018	0.55125	11.58	0.6796813963067839	0.008274
0.240742704404	0.009	0.021	0.295	0.68915	14.36	0.5881542331259751	0.01517
0.0927518844997	0.015	0.082	0.041	0.17517	11.02	0.5488632801339395	0.010605
0.0334503693849	0.002	0.051	0.004	0.04278	0.281	0.4637471830205491	0.017485
0.0454840137937	0.06	0.053	0.051	0.01884	0.788	0.2879778470996862	0.007374
0.0741200645834	0.045	0.017	0.021	0.15751	5.574	0.5666299614801982	0.008511
0.335993200804	0.012	0.025	0.117	0.96771	21.5	0.9160139574810894	0.008743
0.0294711785614	0.014	0.015	0.019	0.05663	17.43	0.6596060316677603	0.004716
0.279114339337	0.052	0.038	0.456	0.74347	14.24	0.697000457929314	0.010694
0.0240754979379	0.02	0.002	0.345	0.04809	9.273	0.7856478952891548	0.018175
0.262881770823	0.051	0.007	0.533	0.7283	12.41	0.8651872643826165	0.004147
0.0675892345121	0.041	0.012	0.084	0.14716	5.376	0.4746285643733674	0.003227
0.353237997933	0.175	0.001	0.031	0.88179	11.83	0.5881849938809938	0.004174
0.414952471441	0.387	0.217	0.118	0.62849	8.017	0.6268722398557629	0.006467
0.10309921727	0.007	0.001	0.011	0.2992	1.066	0.4968061142223144	0.006265
0.177993356382	0.009	0.006	0.063	0.51664	3.634	0.5171614772570755	0.006559
0.0961455871723	0.089	0.001	0.007	0.19642	1.244	0.5269142776171367	0.004564
0.0476662144117	0.007	0.002	0.076	0.13185	0.454	0.3194345960635415	0.003114
0.347553427056	0.199	0.031	0.018	0.80928	19.15	0.7473871094514489	0.007151
0.180053748913	0.099		0.012	0.2602	3.547	0.8362530417738655	0.006516
0.186289927898	0.003	0.0	0.048	0.55382	13.52	0.6136853377770948	0.008582
0.0235452467917	0.045	0.011	0.005	0.01208	14.27	0.9172912226553512	0.03228
0.0761017744881	0.035	0.024	0.023	0.1661	11.24	0.7879732091328728	0.041767
0.0228592502078	0.003	0.055	0.071	0.00581	0.399	0.3982347761272502	0.007155
0.00699452506798	0.012	0.004	0.008	0.00274	12.2	0.6029061549209827	0.005066
0.0504905939183	0.125	0.017	0.012	0.0067	0.513	0.8309154891453868	0.00826
0.00815157902024	0.0	0.005	0.071	0.01715	5.716	0.9014982025979624	0.006112
0.167619377929	0.136	0.001	0.494	0.36389	14.07	0.5721054909825353	0.010876
0.326383028388	0.11	0.001	0.05	0.86616	10.2	0.6964439904505955	0.011018
0.268857974797	0.032	0.007	0.082	0.76521	8.696	0.6436608584472095	0.013996
0.450585729105	0.117	0.256	0.828	0.9642	13.22	0.8306676618506315	0.028143
0.443276299261	0.532	0.134	0.019	0.6557	5.335	0.8159371895072302	0.008355
0.0683742531639	0.013	0.001	0.016	0.18903	8.932	0.9326927313089606	0.006524
0.0413983485901	0.01	0.033	0.003	0.07752	9.676	0.543597586414752	0.005316
0.325920326427	0.042	0.009	0.952	0.92431	11.95	0.8660646387249255	0.018999
0.160633696639	0.137	0.055	0.197	0.28527	17.64	0.7833138785412384	0.006132
0.322878838675	0.149	0.022	0.037	0.79465	16.77	0.8082334034678446	0.007236
0.334487237095	0.132	0.009	0.013	0.8601	16.34	0.8056317521753227	0.005363
0.308802732036	0.015	0.009	0.335	0.89993	12.77	0.7708148428131627	0.007528
0.17849052271	0.0	0.017	0.386	0.51558	8.765	0.4597246237450749	0.00273
0.040700630819	0.012	0.005	0.528	0.10281	2.404	0.5272177525543577	0.004924
0.245150246897	0.009	0.002	0.801	0.72231	17.22	0.7759378002096736	0.008444
0.0349088979005	0.012	0.013	0.039	0.07704	0.994	0.6593220258272848	0.010839
0.0283032334512	0.002		0.338	0.0536	1.198	0.2484972706534623	0.005918
0.0840319353764	0.155	0.01	0.003	0.0847	12.0	0.6643570942679206	0.006237
0.136413995645	0.049	0.095	0.023	0.25855	9.243	0.4553944299555722	0.006667
0.293682435453	0.023	0.029	0.052	0.82559	16.0	0.5862967375446687	0.006171
0.0389648769279	0.103	0.001	0.056	0.01089	0.506	0.6113143523433906	0.004161
0.0165197574681	0.039	0.0	0.027	0.00854	0.982	0.8189481495351103	0.004464
0.344062009107	0.153	0.001	0.915	0.87624	10.71	0.7114907254345044	0.010207
0.317539050893	0.001	0.001	0.707	0.94852	17.62	0.8194061406099267	0.011025
