2mer_AA	2mer_AC	2mer_AG	2mer_AT	2mer_CA	2mer_CC	2mer_CG	2mer_CT	2mer_GA	2mer_GC	2mer_GG	2mer_GT	2mer_TA	2mer_TC	2mer_TG	2mer_TT
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.09999999999999998	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.09999999999999998	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0
0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.09999999999999998	0.0	0.0	0.1	0.0
0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	-0.09999999999999998	0.0	0.0	-0.10000000000000003	0.0
0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	-0.1	0.0	0.1	0.0
0.0	-0.1	0.0	0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	-0.1
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	-0.1	0.2
0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	-0.1	0.1	0.0
0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.09999999999999998	0.0	-0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	-0.09999999999999998	0.0	0.0	-0.1	0.0
0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.0	-0.1
0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.1	0.1	0.0	0.0	0.0
0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.1
0.1	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	-0.1	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	-0.1	0.0	0.1	0.0	0.0	0.1	0.0
0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	0.1	0.0
0.0	-0.1	0.0	0.1	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0
0.19999999999999998	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.19999999999999998	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.0	0.1
0.0	0.0	0.0	-0.1	-0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.1	-0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	-0.09999999999999998	0.0
0.0	0.09999999999999998	0.0	0.0	0.1	0.0	-0.09999999999999998	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	-0.1	0.0	0.1	0.0	0.0	0.0	0.10000000000000003
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.19999999999999998
0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.0	0.09999999999999998	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	-0.1	0.1	0.1	0.0	0.0	0.0
-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	-0.1	0.0	0.1	0.0
0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	-0.1	0.0	0.1	0.0	0.1	0.0	0.0
0.0	0.1	0.0	-0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0
0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	-0.1	0.0	0.1	0.0	0.1	0.0	0.0
0.1	0.1	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.1	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	-0.1
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0
-0.1	0.0	0.1	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.0	-0.1	0.0	0.0	-0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	-0.1	-0.1	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.1
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	-0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	-0.1	0.0	0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.1
0.0	0.0	0.0	0.0	0.0	-0.1	-0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	-0.1	0.0	0.1	0.0	0.0	0.1	0.0
0.0	0.1	0.0	0.0	0.0	-0.1	0.0	0.0	0.1	-0.1	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.1	0.0	-0.1	0.0
0.0	0.0	0.1	0.0	0.1	-0.1	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.1	0.0	0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.2
0.09999999999999998	0.0	0.0	0.0	0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.1
0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	-0.1	-0.1	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.1	-0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0
0.0	0.0	0.0	-0.1	-0.09999999999999998	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	-0.1
0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.1	0.0	-0.1	0.0
0.0	0.0	-0.1	0.0	-0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
-0.19999999999999998	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.1	0.0	0.0	0.1	0.0	-0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.2
0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1
0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.1	0.1	0.0	0.0	0.0	0.0
0.0	-0.1	0.0	0.09999999999999998	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.10000000000000003	0.1	0.0	-0.09999999999999998	0.0	0.0	0.0	0.09999999999999998	0.0	0.0
0.0	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.09999999999999998	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	-0.1	0.0	0.0
0.19999999999999998	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.1	-0.1	0.1
-0.1	0.1	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	-0.1	0.0	0.1
0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.0	0.0	-0.1	0.1	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	-0.1	0.2
0.0	0.1	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1
-0.1	0.0	0.0	0.0	-0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.10000000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
0.0	0.0	0.0	0.0	-0.1	-0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.09999999999999998
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.1
0.0	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.0	0.0
0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0
0.0	-0.1	0.0	0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	-0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.1	0.0	-0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0
-0.1	0.0	0.1	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.0	0.0	0.1	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0
0.0	0.1	0.0	-0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09999999999999998
0.0	0.1	-0.1	0.0	0.1	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.09999999999999998	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.1	0.0	0.0	0.1	0.0
0.09999999999999998	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	-0.1	0.0	0.1	0.0	0.0	0.1	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.1
0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.2	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	-0.1	0.0	0.09999999999999998
0.0	-0.1	0.0	0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	-0.19999999999999998
0.0	-0.09999999999999998	0.0	0.1	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
0.0	0.0	0.0	0.0	0.0	-0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09999999999999998
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	-0.1	0.0	0.1	0.0	0.0	0.0	0.1
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.0	0.1	0.0	-0.1	0.0	0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.1	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
0.09999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.1	0.0
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0
0.0	-0.1	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
0.0	0.0	-0.1	0.0	-0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
0.0	-0.09999999999999998	0.0	0.0	-0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	-0.2
0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0
0.0	-0.1	0.0	0.1	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.0	0.0	-0.1	0.0	-0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	-0.1	0.0	0.1	0.0	0.0	0.0	0.1
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.09999999999999998	-0.09999999999999998	-0.1	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.1	0.1	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	-0.1	0.1	0.1	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.1	0.09999999999999998	-0.1	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09999999999999998
