PrDSM	TraP	SilVA	PhD-SNPg	FATHMM-MKL	CADD	DANN	FATHMM-XF
0.0791388585312	0.031	0.013	0.355	0.19075	15.98	0.7434193241207837	0.007101
0.308580068226	0.004	0.052	0.043	0.86513	10.51	0.7930769316718584	0.0071
0.294875130074	0.004	0.03	0.033	0.8471	17.6	0.6353757855706754	0.010425
0.115091013222	0.008	0.259	0.124	0.06345	8.97	0.8600356471771012	0.006308
0.225291304198	0.007	0.016	0.067	0.65004	0.369	0.964010085617878	
0.334675281639	0.142	0.003	0.204	0.85697	15.65	0.8599364933868888	0.027368
0.0334437640138	0.0	0.009	0.149	0.08883	10.81	0.801229932610107	0.006484
0.173947271517	0.001		0.022	0.34589	12.68	0.7973321790764653	0.00245
0.366446945749	0.104	0.065	0.016	0.92519	10.45	0.6333264545612359	0.031321
0.47664558224	0.202	0.309	0.828	0.90185	21.7	0.760588127710978	0.009331
0.00366743177888	0.006	0.0	0.014	0.00295	0.976	0.4565251463407291	0.005558
0.302681568198	0.012	0.004	0.837	0.88981	16.9	0.9350795463306064	0.040185
0.142842873506	0.391	0.013	0.092	0.02222	14.51	0.9452027511907388	0.008
0.12931185299	0.009	0.0	0.45	0.37689	10.39	0.6200916179654243	0.004979
0.0245092604019	0.0		0.09	0.04801	10.09	0.6741330769348973	0.00797
0.106631265787	0.0	0.002	0.441	0.31574	13.47	0.8885793088398517	0.008729
0.283077181259	0.021	0.041	0.029	0.78318	18.98	0.9381053069190912	0.007823
0.108253264219	0.004	0.002	0.007	0.31661	10.18	0.7774612978353355	0.004407
0.248859705092	0.026	0.009	0.541	0.70911	12.05	0.6135325599970485	0.006434
0.221259215979	0.077		0.014	0.36459	16.06	0.5776221494566462	
0.0519909330693	0.124	0.002	0.006	0.02794	0.078	0.3790637196304208	0.003396
0.0276925252726	0.054		0.011	0.00043	10.04	0.6305661689394637	0.003619
0.0290296282951	0.008	0.001	0.118	0.07599	0.117	0.4575104484144743	0.007372
0.0959824829757	0.073	0.098	0.004	0.11013	9.426	0.6694775385354468	0.006388
0.0186130698298	0.043	0.009	0.015	0.00138	0.188	0.4889909811649082	0.005078
0.00357274408107	0.0	0.0	0.006	0.00866	0.137	0.1822400090311363	
0.0521799257175	0.11	0.042	0.06	0.00052	0.961	0.5411621431281354	0.005344
0.0200708981921	0.017		0.15	0.02215	0.724	0.259465423561204	0.004062
0.0308571433156	0.001	0.067	0.055	0.01921	8.698	0.6068612456169888	
0.319138953485	0.01	0.003	0.783	0.94223	20.6	0.8486636212333366	0.008768
0.2473222032	0.003	0.002	0.243	0.73482	11.81	0.8238310000257136	0.005875
0.0885580765554	0.081	0.002	0.222	0.1806	11.03	0.8685781883731611	0.008067
0.19267832144	0.011	0.01	0.258	0.5545	9.384	0.4317083666716194	0.012261
0.0772938703508	0.084	0.136	0.003	0.0032	4.167	0.4685832533400285	0.005394
0.0445572019572	0.025	0.001	0.034	0.10559	8.03	0.6083080257257764	0.008056
0.394765803927	0.189	0.033	0.31	0.95881	18.68	0.7820480669704454	0.012781
0.310099499007	0.239	0.17	0.204	0.5111	9.479	0.603842677217527	0.044298
0.0599864371385	0.134	0.007	0.291	0.03669	0.656	0.6913021358775773	0.005281
0.450341870207	0.158		0.247	0.74184	10.22	0.5170562907146455	0.017206
0.0132089724154	0.007	0.021	0.113	0.00854	0.253	0.4508045866578286	0.005107
0.276450193575	0.103	0.19	0.132	0.52503	14.76	0.7233225154148318	0.012314
0.0133405503039	0.009	0.011	0.01	0.01743	5.217	0.7532285090730086	0.008456
0.163917917148	0.034	0.009	0.581	0.44629	16.41	0.7285001610000427	0.006783
0.167110581642	0.045		0.029	0.28826	12.18	0.6858002273675482	0.009785
0.0203004563361	0.028		0.002	0.01162	0.156	0.8661609559955079	0.008715
0.0203849202816	0.003	0.0	0.009	0.0561	11.44	0.863440040002141	0.003252
0.00780276281812	0.018	0.003	0.003	0.00022	0.211	0.5009156178500173	0.00359
0.0497310960956	0.016		0.004	0.08247	10.31	0.7954125649083317	0.008523
0.0784845508016	0.195	0.029	0.013	0.00816	9.471	0.8915780431274704	0.004979
0.272685636592	0.141	0.095	0.081	0.57546	2.885	0.5194040597990097	0.015043
0.328386125984	0.263	0.0	0.331	0.72037	10.12	0.689470819283868	0.01016
0.338517746202	0.377	0.018	0.48	0.61799	10.13	0.5418703705203644	0.010602
0.0403323764465	0.004	0.009	0.273	0.1055	9.324	0.6451320521163489	
0.0463787588332	0.0	0.001	0.006	0.13603	17.25	0.795981355192734	0.011388
0.431031846641	0.172	0.223	0.366	0.88522	12.24	0.7258242262675879	0.00833
0.0578823596126	0.054	0.024	0.035	0.09246	4.501	0.6216983200676126	0.007309
0.0182338957795	0.023	0.005	0.016	0.02442	8.035	0.5976050945306433	0.00658
0.159416806295	0.02	0.005	0.139	0.45097	11.05	0.952379171290184	0.006816
0.32940800423	0.204	0.004	0.052	0.77818	16.09	0.8052124010477537	0.009126
0.0611069506692	0.035	0.076	0.013	0.06655	12.83	0.7666572499445361	0.009877
0.06184894195	0.01		0.032	0.1127	8.075	0.667361409707283	0.013238
0.26217828582	0.005	0.001	0.373	0.77844	14.24	0.9689255530628048	0.004642
0.130961492583	0.236		0.002	0.02515	11.96	0.5034229900097607	0.00503
0.0122477692004	0.006	0.013	0.057	0.01505	1.047	0.6171944707933482	0.010956
0.65365271592	0.354	0.641	0.752	0.93265	15.2	0.8575685025243291	0.159799
0.00763020858965	0.017	0.001	0.011	0.0028	0.352	0.7687563800989573	0.009353
0.0938164732101	0.213	0.023	0.007	0.04247	3.133	0.4404715948250204	0.007193
0.0245703037475	0.008		0.018	0.04014	0.578	0.3229402770854848	0.005179
0.372560669998	0.071		0.175	0.67319	10.31	0.7484912339824203	0.006912
0.0747960530034	0.219	0.002	0.007	0.00145	0.182	0.518676008915982	0.007611
0.0475552183621	0.039	0.004	0.361	0.09745	11.66	0.676984286010858	0.006477
0.131394428669	0.067	0.037	0.059	0.28637	16.36	0.6923832162234721	0.004703
0.074947309058	0.205	0.017	0.008	0.00015	6.5	0.7343495170065392	0.002554
0.0722180649538	0.002	0.0	0.09	0.2126	14.57	0.760594670143864	0.005681
0.207456712567	0.002	0.0	0.585	0.61832	15.96	0.8875555478631078	0.009732
0.36603633856	0.111	0.251	0.245	0.72179	17.76	0.9772779341393608	
0.113568514235	0.031	0.013	0.112	0.29404	11.37	0.7199272438705846	0.004475
0.40394046609	0.0		0.013	0.80688	9.763	0.515562386338496	0.007101
0.319311230974	0.055	0.001	0.029	0.89989	16.53	0.8341208774024713	0.038251
0.0837984171922	0.161	0.002	0.177	0.0864	3.723	0.4855277263665121	
0.0213173692439	0.014		0.003	0.02764	4.832	0.7272267922193879	0.005369
0.027632694665	0.033	0.025	0.048	0.02164	0.412	0.4463598753408936	0.012675
0.201655956566	0.084	0.002	0.056	0.5169	11.97	0.7778313651944645	0.008856
0.233062089391	0.024	0.002	0.213	0.67106	8.844	0.6157471358336577	0.008282
0.357904239299	0.085	0.031	0.795	0.95422	12.61	0.7542500190236592	0.014289
0.179129747164	0.006		0.032	0.35126	12.75	0.8167984953977983	0.007712
0.00518945359997	0.0		0.039	0.00937	1.315	0.4184008194132737	0.004121
0.290057958093	0.001	0.022	0.46	0.84404	10.76	0.5917966013063855	0.005237
0.0446375184092	0.042	0.049	0.02	0.03848	8.084	0.5293281669429961	0.008167
0.209608412662	0.017	0.0	0.177	0.60979	10.33	0.71754602890437	0.006372
0.0063909495087	0.004	0.002	0.392	0.01102	9.158	0.7307725065999808	0.003359
0.029672116787	0.082	0.0	0.017	0.00504	0.088	0.6326756161977222	0.005934
0.423185273642	0.0		0.326	0.84537	11.21	0.7940263819229249	0.005782
0.0862913266249	0.003	0.028	0.141	0.22444	3.793	0.6537697482866212	0.01332
0.0111321515922	0.011	0.001	0.016	0.0193	0.154	0.4953297348288229	0.004368
0.0664805355298	0.117	0.073	0.015	0.0039	1.19	0.3995384320497388	0.006202
0.0914979046343	0.08	0.019	0.02	0.17258	15.37	0.907140561340526	0.005237
0.140113735178	0.009	0.006	0.297	0.403	12.03	0.8142336594690103	0.007257
0.0297639758517	0.075	0.002	0.009	0.01021	8.257	0.7339417015479732	0.005606
0.120129299305	0.137	0.002	0.005	0.21937	10.78	0.6402283831299377	0.004402
0.233487363861	0.047	0.019	0.32	0.63152	8.27	0.3881337212865415	0.005507
0.0410308635941	0.105	0.001	0.025	0.01509	0.612	0.6193599941616375	0.010028
0.0349616770274	0.029	0.05	0.248	0.02139	0.321	0.2633071986574759	0.006427
0.132348598949	0.336	0.054	0.006	0.00266	0.373	0.4681678501381786	0.004759
0.0342736621218	0.094	0.005	0.026	0.00161	7.646	0.6272468198795969	0.003262
0.0230485851301	0.041	0.002	0.022	0.02403	16.33	0.854141054987775	0.007248
0.323146466309	0.238	0.244	0.1	0.47359	20.8	0.9273131749646548	0.044838
0.0924022464168	0.025	0.021	0.01	0.22814	8.897	0.6509447046236926	0.006235
0.125642092402	0.116	0.184	0.052	0.06591	10.6	0.6876379546266751	0.057047
0.0385443967553	0.006	0.012	0.052	0.09499	2.806	0.5632839098347107	0.006069
0.00321207612426	0.0	0.003	0.35	0.00443	8.633	0.8355804519201959	0.004936
0.0144735426754	0.006	0.002	0.035	0.03327	9.659	0.5249261450004477	0.00672
0.265829400983	0.0	0.033	0.171	0.76081	11.68	0.8158477199839251	0.006996
0.631706320299	0.661		0.044	0.60207	13.29	0.60698215492085	0.004382
0.19992382463	0.074	0.071	0.002	0.44929	11.23	0.6735432729340007	0.007262
0.23184710352	0.182	0.015	0.071	0.49593	7.129	0.5128612155537221	0.015961
0.141462928048	0.064	0.003	0.338	0.35525	9.352	0.729558341412122	
0.300296244066	0.008	0.004	0.244	0.88665	11.59	0.4763010648454228	0.007764
0.275002557255	0.053	0.0	0.029	0.77001	17.25	0.8558904173041842	0.008
0.131439377503	0.067	0.0	0.487	0.32533	17.91	0.6152428230688796	0.004324
0.489183621822	0.343	0.184	0.306	0.92977	12.78	0.8035194759634102	0.01828
0.0132632251083	0.007	0.002	0.007	0.02864	0.074	0.5519028657229924	0.004475
0.27616891918	0.068	0.009	0.21	0.74908	10.17	0.671952847283756	0.00705
0.300806238927	0.012	0.013	0.773	0.87474	17.48	0.642272773987497	0.007508
0.0719062589594	0.086		0.014	0.05689	7.759	0.6824701654426039	0.005661
0.34120830088	0.004	0.118	0.059	0.89376	19.86	0.8521156808662707	0.005024
0.215392522458	0.007	0.011	0.076	0.62559	8.6	0.7688206740617408	0.010946
0.0305974962229	0.054		0.071	0.00624	0.773	0.539179086668783	0.00355
0.0521021488585	0.065	0.009	0.057	0.07987	2.274	0.6093814878333397	0.008342
0.0376968757785	0.045		0.658	0.02943	4.204	0.7311279841879011	0.004703
0.0246038198959	0.011		0.056	0.03721	4.947	0.5022516875075271	0.004391
0.0312410673079	0.013	0.002	0.02	0.07658	10.49	0.6394325078992649	0.017002
0.150935523612	0.005		0.19	0.29587	6.733	0.4771672378548563	0.00722
0.360845540828	0.079	0.019	0.937	0.98163	13.04	0.8878249863666386	0.049188
0.0121654623696	0.009	0.004	0.017	0.02125	0.014	0.2870595139298213	0.009976
0.131957251856	0.012		0.012	0.25092	0.417	0.3026842240633596	0.014713
0.205279831592	0.0	0.004	0.511	0.60959	10.97	0.8155921766817961	0.011873
0.0304839808745	0.051		0.023	0.00901	9.541	0.6831290972655514	0.002964
0.201996909535	0.019	0.019	0.037	0.56502	10.16	0.5047556753214596	0.008466
0.0493780227033	0.002		0.041	0.09575	9.312	0.8021435835803749	0.004887
0.0631489981353	0.141	0.0	0.01	0.04653	0.29	0.3215915186292134	0.009522
0.0271130255731	0.053		0.009	0.00027	1.889	0.3428478418550221	0.0043
0.0935807203854	0.179	0.069	0.035	0.02746	2.046	0.2618077672734199	0.005854
0.0232878440447	0.013		0.013	0.03258	8.714	0.7145358476245156	0.043294
0.0180831769088	0.007	0.002	0.007	0.0431	0.476	0.3181900552725387	0.003347
0.370707886328	0.016		0.005	0.72443	9.796	0.5206491592475256	0.019523
0.254502359327	0.034	0.0	0.029	0.72749	11.1	0.4350670934515559	0.016229
0.25241871716	0.035	0.0	0.159	0.72024	11.16	0.7782051080680901	0.011149
0.188765438084	0.207	0.062	0.041	0.29239	7.14	0.5419141149655056	0.004231
0.242916195155	0.02	0.004	0.326	0.70252	15.23	0.889302679822027	0.027318
0.0659271714076	0.075	0.001	0.019	0.11975	9.497	0.4384964977420389	0.009298
0.0342566373967	0.064	0.021	0.147	0.01474	0.343	0.3790199286955991	0.004112
0.051404915268	0.093	0.015	0.004	0.04351	0.043	0.3147709966172702	0.004387
0.325055573209	0.012	0.0	0.875	0.96113	5.558	0.4227715688298875	0.039791
0.13803906728	0.003	0.006	0.179	0.40277	3.426	0.3845113339896232	0.006665
0.0743446771454	0.0	0.152	0.052	0.06148	5.575	0.650943254871744	0.005786
0.0106439716787	0.023	0.005	0.004	0.00165	1.955	0.7754390640851822	0.006112
0.312252359682	0.049	0.02	0.134	0.86477	12.84	0.7213344452834796	0.00644
0.348886860635	0.118	0.12	0.5	0.80081	12.05	0.716736836447908	0.006623
0.0237285864787	0.012	0.0	0.027	0.05714	0.054	0.5477170120819999	0.004973
0.0428674710366	0.08	0.038	0.003	0.00675	3.06	0.3408677660392776	0.005347
0.02199240929	0.02	0.001	0.004	0.04289	4.15	0.7254663999389166	0.006103
0.0201279305888	0.023		0.008	0.01627	1.771	0.4824430387652713	0.009199
0.319028018511	0.037		0.06	0.60009	7.853	0.7085490817909428	
0.418541715401	0.256	0.16	0.552	0.82994	16.5	0.8942894794879078	0.015834
0.381882815014	0.139	0.061	0.63	0.94073	11.42	0.6817965938715387	0.011541
0.1018711179	0.233	0.032	0.068	0.03721	1.281	0.4817111221290257	0.007578
0.316820868937	0.01	0.069	0.634	0.86602	10.59	0.7588303929788918	0.01179
0.0236373134118	0.005	0.016	0.118	0.04707	0.131	0.5209596527706813	0.005676
0.0142429894382	0.023		0.027	0.0045	1.243	0.471019412901477	0.004085
0.0148058958586	0.015	0.008	0.007	0.01898	0.094	0.690248690604423	0.011886
0.246613809782	0.441	0.005	0.19	0.29198	20.6	0.7880970556747886	0.006336
0.0454909939945	0.002	0.003	0.287	0.12927	1.359	0.3580833300322118	0.00846
0.407329263231	0.122	0.205	0.028	0.88295	6.737	0.4296499223430675	0.010683
0.00727792471471	0.005	0.014	0.006	9e-05	0.656	0.3466650148749257	0.004872
0.0102417819727	0.0	0.004	0.005	0.02447	0.182	0.3102473424966072	0.003652
0.29932420456	0.126		0.137	0.47177	9.908	0.4768889048335049	0.009346
0.0328487313161	0.018	0.005	0.043	0.07326	5.389	0.5082556447789067	0.005824
0.267677351708	0.038	0.001	0.896	0.76197	17.36	0.901947071280486	0.017288
0.129840404893	0.036		0.045	0.22271	9.849	0.8889399830160968	0.005474
0.0252489233349	0.031		0.042	0.01852	5.279	0.7959160790306691	
0.05702948465	0.009		0.016	0.10406	12.39	0.4593551379821255	0.002164
0.0118099754548	0.0	0.012	0.011	0.02078	11.35	0.8784908287484928	0.004595
0.194484440966	0.107	0.005	0.212	0.46926	16.67	0.885036226170539	
0.0538729777537	0.093		0.02	0.01383	5.516	0.4777955164136703	0.006156
0.134525968448	0.003	0.02	0.06	0.37754	11.49	0.64554379904834	0.014672
0.0320189105801	0.041		0.766	0.02207	0.236	0.4574311157244696	0.003611
0.516649957439	0.569	0.045	0.845	0.93225	20.9	0.7276758662283603	0.019023
0.0222909654333	0.0	0.022	0.073	0.04173	2.008	0.6494700349253986	0.006637
0.263100580215	0.058	0.002	0.359	0.72721	9.888	0.7070580456558467	0.014636
0.0941759263725	0.066		0.037	0.12141	0.559	0.6931311674250106	0.005788
0.313464089586	0.033	0.006	0.176	0.89908	9.167	0.7793486273924082	0.408714
0.021050538354	0.054	0.004	0.036	0.00295	9.98	0.9150332368968388	0.005619
0.163386937559	0.012		0.032	0.31378	15.89	0.7856264743742603	0.005342
0.0269503898368	0.028		0.022	0.02492	1.063	0.6836757721691397	0.006194
0.0502269539608	0.004	0.003	0.104	0.14148	11.2	0.6316834055327191	0.00967
0.0379292747399	0.058	0.003	0.016	0.05064	9.768	0.6943299124307752	0.003678
0.0249395593057	0.069	0.001	0.024	0.00278	0.148	0.2723609362872314	0.006433
0.0903585347412	0.211	0.002	0.037	0.05613	15.32	0.6482423031197702	0.010248
0.502594919106	0.08		0.113	0.92427	19.05	0.9590661280374824	0.011775
0.0104567045455	0.008	0.0	0.003	0.02132	0.04	0.4167035071813665	0.004467
0.184696415127	0.042	0.003	0.163	0.50693	9.63	0.7319039765360531	0.00566
0.432223205241	0.004		0.171	0.85945	11.65	0.4949205272350394	0.00852
0.066319580953	0.071	0.011	0.05	0.11443	8.691	0.6340790361244144	0.006478
0.185087506005	0.042	0.013	0.235	0.49761	16.29	0.7180850744526838	0.006859
0.0117414373058	0.001	0.004	0.138	0.02797	14.08	0.6157008480518857	0.00555
0.284768332588	0.021	0.006	0.203	0.82498	12.71	0.729020178608146	0.004167
0.00616673522236	0.006	0.003	0.014	0.0073	0.25	0.3879470365515986	0.006703
0.04044629868	0.025	0.035	0.031	0.05758	0.511	0.3353691197543991	0.007583
0.0705227563109	0.083		0.071	0.05712	0.519	0.3077099127162393	0.003842
0.51479117077	0.057		0.163	0.97164	9.988	0.8948142369357	0.021519
0.329019281904	0.049	0.033	0.443	0.90143	17.34	0.8407174256900259	0.011307
0.398772152902	0.052	0.236	0.379	0.89468	20.6	0.9328035135753546	0.00972
0.0406859382086	0.07	0.015	0.012	0.03433	16.62	0.9563959170885428	0.011877
0.185162377089	0.003	0.004	0.096	0.54624	5.938	0.7011357651475179	0.007988
0.244469215844	0.0	0.005	0.196	0.72611	3.15	0.2688651315711406	
0.0140505064975	0.007	0.029	0.001	0.00267	0.476	0.777841664217161	
0.384687197084	0.007		0.26	0.76138	8.29	0.8492017671123889	0.006365
0.0457011505974	0.048	0.009	0.229	0.07765	4.01	0.5734756154512382	0.009886
0.0494987683373	0.132	0.0	0.005	0.01457	0.019	0.8626629445160704	0.0054
0.0308582079015	0.002		0.004	0.05871	8.139	0.6761925148587045	0.003397
0.0147479843883	0.023		0.005	0.00551	1.036	0.7341820037655452	0.00447
0.090549204398	0.11		0.375	0.0702	15.01	0.5330002218576066	0.06255
0.075957756906	0.002		0.041	0.14891	4.571	0.6406621937125817	0.008062
0.290869069331	0.086		0.155	0.49482	4.591	0.2104649795957081	0.003946
0.012271643597	0.003	0.015	0.007	0.01602	12.47	0.7749121924733966	0.004948
0.0336245232115	0.065	0.029	0.027	0.00345	0.864	0.4786751935523856	0.005239
0.445231646585	0.017		0.004	0.87248	8.747	0.5821345580753325	0.008022
0.0495457153521	0.028	0.003	0.051	0.11546	0.582	0.855571046280643	0.007731
0.254731652915	0.055	0.002	0.518	0.7051	21.2	0.7596417091818571	0.013774
0.0545883552154	0.072		0.012	0.03624	6.645	0.3225156754295474	0.00831
0.28410933184	0.002	0.104	0.075	0.73915	10.58	0.767877124267264	0.007763
0.302005119927	0.01	0.006	0.004	0.88768	10.78	0.7403576113930203	0.009973
0.0163983381056	0.0	0.034	0.02	0.01146	0.328	0.6640140022868914	0.005206
0.0432387368833	0.001	0.104	0.156	0.01753	1.254	0.4472174179037014	0.012636
0.295298090975	0.007		0.45	0.5826	16.4	0.8777116642807651	0.016838
0.0588220491421	0.115		0.013	0.00175	0.835	0.6220153570974071	0.003833
0.194545966628	0.165		0.051	0.22325	11.3	0.7052587042423846	0.00302
0.412552699152	0.208	0.167	0.29	0.85258	19.17	0.8825965943264771	0.008978
0.427989236591	0.002		0.179	0.85298	13.66	0.8345978963588838	0.014413
0.310972702226	0.04	0.002	0.114	0.88881	10.75	0.4279389375002598	0.012354
0.315992159236	0.0	0.078	0.133	0.86408	11.44	0.7308897959069965	0.004716
0.254822079156	0.011	0.05	0.714	0.69896	5.445	0.6438929792069475	0.012566
0.0463190423041	0.091		0.003	0.00072	1.67	0.5074327404212509	0.009445
0.285381912045	0.068	0.025	0.038	0.75993	3.805	0.611524897423076	0.006686
0.363116588614	0.039		0.004	0.68627	0.72	0.2729547328345421	0.006433
0.281960751821	0.012		0.007	0.55093	8.739	0.7120486294455814	0.005373
0.169136648021	0.006	0.011	0.009	0.48782	17.15	0.6810857561048868	0.006233
0.181324120825	0.169		0.017	0.19281	3.115	0.565611755137653	0.008608
0.295960039988	0.06	0.0	0.029	0.82589	11.51	0.6633700134924696	0.007446
0.219893899962	0.108		0.004	0.33089	10.9	0.593373428199005	0.004836
0.352445087259	0.058	0.097	0.498	0.89556	11.79	0.7993523869258566	0.011176
0.00440096940851	0.004	0.002	0.139	0.00505	0.3	0.2634787783004444	0.00568
0.0533417661262	0.021	0.001	0.015	0.13594	10.9	0.7133342018144677	0.009392
0.0116879600435	0.013		0.005	0.00938	0.163	0.3783344169796358	0.004551
0.167749366463	0.007		0.185	0.3275	10.05	0.7634712618638732	0.00453
0.0498314104067	0.107	0.025	0.049	0.01431	2.763	0.5108297261173782	0.006541
0.140323904042	0.053	0.0	0.293	0.36597	7.075	0.5589022914196	0.006728
0.0544536148372	0.03	0.039	0.03	0.09041	0.274	0.453987683877645	0.008604
0.114651775698	0.013	0.01	0.012	0.31842	10.03	0.4822959550572053	0.005165
0.0972401304586	0.069	0.025	0.017	0.1945	15.31	0.9376180148176896	0.007835
0.00499051580405	0.004	0.004	0.163	0.00472	1.177	0.6741005846015641	0.004065
0.212825399218	0.004		0.019	0.42065	9.244	0.6186224722958529	0.0066
0.0445027295246	0.052	0.011	0.007	0.06796	9.515	0.6312313408956012	0.005163
0.287583330825	0.005	0.022	0.167	0.83262	8.424	0.5354552436034065	0.005233
0.165295644377	0.433	0.042	0.024	0.01719	6.724	0.8668669747894671	0.014228
0.0185981941479	0.043	0.001	0.045	0.00973	5.987	0.4082305405017941	0.0046
0.459193539933	0.023		0.414	0.89441	15.24	0.6375395752707432	0.016581
0.0350350911506	0.008	0.021	0.227	0.07302	16.01	0.8132178832766063	0.012639
0.215682979408	0.017	0.024	0.205	0.60283	9.068	0.5766739118926799	0.00398
0.210496645423	0.004	0.027	0.552	0.59711	16.0	0.865993793699769	0.008762
0.285631209622	0.102		0.083	0.46836	6.515	0.9221898112953202	0.006183
0.287203639769	0.008	0.046	0.472	0.8033	5.358	0.4496590457980146	0.011816
0.4649474256	0.358	0.146	0.975	0.88195	11.99	0.903207819650788	0.022817
0.0969046902937	0.119		0.004	0.07392	16.22	0.681146155591883	0.005087
